,text
1340, missability hi sarah  please send me a dm with further details about your experience  i d like to look in to this  https   t co 4uvqqdktwq
1341,barrick gold  abx coverage initiated at cibc https   t co rsh39ksnyl  stocks
1342,cibc begins coverage on barrick gold  abx https   t co ugcv0vyitb
1343, cibc i was able to use app for e statement but not website
1344,barrick gold corp  reiterated rating by cibc oppenheimer  ranked 58th  to sector outperform  abx  abx https   t co 1fuhlkvrwp
1345, cibc the mobile app  iphone  is working   the apple watch is getting error 0001 
1346, nagatalockii hi there  our mobile app is currently available  can you let us know if you are receiving an error co  https   t co wk1hj0guwc
1347, itsbeemarrie hi bee  i would love to look into this for you  can you please send us a dm with your full name  phon  https   t co n0psyhtdln
1348,rt  specincanada  reminder that specialisterne is recruiting for roles with cibc  do you identify as someone on the  autism spectrum or wit 
1349, cibc are services for apple watch down at present  app is working on my iphone 
1350,envelope less deposit at cibc this morning freaked me out   right on for reducing waste cibc  hope more banks follow   rrr
1351,according to a cibc poll  more than 1 in 4  26   said that that paying down debt is their number one financial prio  https   t co lkn25mtba6
1352,i love how the bank thinks they can charge me for a service they won t give me  i don t think so cibc 
1353, jv_ht there s a print shop in the cibc building on barrington
1354,a cibc  mortgagespecialist  like me  is available to answer your mortgage related questions 24 7   what are you wai  https   t co svnb4knvfj
1355,with interest rates rising  many canadians are prioritizing paying down their debts in 2019 according to a cibc pol  https   t co f7addktuaq
1356, martini_tiyy thanks    happy new year   sb
1357, cibc_fcib your customer service is top 
1358, checkphish hi there  i can confirm that this e mail was not sent by cibc  we have already taken the necessary step  https   t co kyb9draian
1359, _damarioj you re welcome  once your card has the cirrus   multilink symbol at the back you can use it at our abms   sb
1360,drive thru atm machine at cibc  https   t co lgynvgb5ca via  youtube
1361,i m going back to sleep  when i wake up  shit better be in line   cibc is moving like an uneducated pimp 
1362,rt  cvcacanada  giving back champions   the final part of our series on how canadian private capital is giving back to canadian communities 
1363, _tajay  _damarioj you would need to contact your bank to inquire about their schedule of charges  sb
1364, cibc_fcib thank you 
1365, _damarioj good morning  yes you can use your ncb card at our abms  see our locations below   sb  https   t co xm8aw2rqtc
1366,if you have not seen hamilton  run  don t walk  it was amazing    cibc theatre https   t co odfqujiukx
1367, itsbeemarrie  cibc oh they scammin you   the real gangsters are corporations
1368, moso_jones  cibc called them  waited 30 mins   for them to tell me to wait it should send in a few mins 
1369, itsbeemarrie  cibc have you called them  thats pretty unusual for a bank not to help their customers  cibc you have to respond
1370, moso_jones  cibc i almost cussed the wrong people because of this  like i thought i was being scammed til i realiz  https   t co uail591wvm
1371, itsbeemarrie  cibc i suggest going with tangerine or td bank  because  thats wack   
1372,time to pay for your car insurance or road tax  apply for an easy cover revolving loan before 31 october  2019 and  https   t co 5wfy6p0eh7
1373, rohit_scott hi there  we would love to assist you with this  can you please send us a dm with your full name  phon  https   t co vuv80x5eqo
1374,what makes it worse i m not getting none of these deposits back  but cibc is reimbursing me for this shit 
1375,canadian national railway  cnr price target lowered to c 118 00 at cibc https   t co 9oekfuqj2m
1376, moso_jones  cibc  it should take a few moments for the etransfers to send      we re going on 15 hours 
1377, itsbeemarrie  cibc lol if you complain in your white girl voice they ll be scared
1378,lash appointment gone  hair appointment gone  brow appointment gone  thanks to  cibc  bloody bastards  close my acc  https   t co cgpbqtszrq
1379,so because  cibc isn t sending people money   i ve lost 2 appointments   that were even harder to book to begin wit  https   t co ggznyv8xik
1380, kristinakemps hi kristina  just reaching out to you again to make sure that you were able to connect with one of u  https   t co zzazv90g4h
1381,oh but you guys are so quick to take service fee  and the etransfer is still pending  14 hours    to send an etrans  https   t co pcylnh1eau
1382, mrcarlrodgers hi carl  there is no fee for incoming direct deposits  please chat with us  amp  we can review this  sig  https   t co 8uxwl9exxe
1383,tim hortons  amp  cibc freebies  free  medium tea hot chocolate coffee latte every weekend using cibc visa card 
1384,cibc world markets corp has cut its position in merck  amp  co inc new  mrk by  25 31 million as shares rose   https   t co msr2xxd9oq
1385,merck  amp  co inc new  mrk holder cibc world markets corp decreased position by  25 31 million as share value rose https   t co 7gavmzop0g
1386,cibc world markets corp decreased its merck  amp  co inc new  mrk position by  25 31 million as valuation rose   https   t co kodmemcv5q
1387,since when does  cibc charge the client for direct deposits  just looked at me bank account and  cibc has deducted  https   t co mwqwzrqo25
1388,merck  amp  co inc new  mrk share value rose while cibc world markets corp decreased by  25 31 million its stake https   t co mykn9b6z8s
1389,johnson  amp  johnson  jnj shareholder cibc world markets corp increased stake   https   t co ukfljgfl6n
1390,as johnson  amp  johnson  jnj market value rose  cibc world markets corp increased its holding by  15 52 million https   t co bdvc5soldd
1391,cibc world markets corp boosted its johnson  amp  johnson  jnj holding by  15 52 million   https   t co euur5bsqlv
1392,johnson  amp  johnson  jnj position has lifted by cibc world markets corp https   t co 1ukw58gvbl
1393,tim hortons  amp  cibc  freebies  free medium tea hot chocolate coffee latte every weekend using cibc visa card 
1394, bamfmoney hey just getting into dividend stocks  my best two are cibc and canadian tire  both seem solid to me  any others you recommend 
1395,rt  autismont  looking for a job   specincanada can help  they are currently recruiting for roles at  cibc  https   t co e134ecuzla
1396, phillippittman7  hamiltonmusical  broadwaychicago  cibc  miggstac09  kingcolbythe1st  candacequarrels  jamilajoy  https   t co bvuqtqqfhx
1397, cibc why are you the only bank that legit likes to jerk people around    first you cant reply to a dm you asked fo  https   t co oqfrutxojw
1400,rt  clicktale  find out the answer from brands such as  cibc and  ezcater in our  cx_network on demand webinar about building loyalty in th 
1401, fcftoequity para eeuu los más bajos son bnp  cibc world markets y frontier strategy grouo
1402,blackberry  bb stock rating lowered by cibc https   t co vi5kytyi7e
1403,blackberry  bb stock rating lowered by cibc https   t co tkeuyag3go
1405,rt  specincanada  reminder that specialisterne is recruiting for roles with cibc  do you identify as someone on the  autism spectrum or wit 
1406,all wah gwan if i was dying and i was supposed to use cibc to save my life    mi ago dead 
1407,i can t lie   i really am gonna feel sorry for the cibc representative that has to deal with me tonight 
1408,thank you cibc for   13 years of great service much appreciated     https   t co msltp5ueym
1409,rt  cibc_pwm_us  poorly executed estate planning can take an especially hard toll on blended families  we can help simplify your family wea 
1410,rt  cibc_pwm_us  without a clearer picture on the economy and fed  investor sentiment will likely remain skittish going into 2019  and valu 
1411, ajaxstolenhome  rcmpgrcpolice  rcmpont  commrrcmpgrc  oppassociation  opp_news  oppcommissioner  torontopolice  https   t co talgwakcii
1412,like my side nigga  i m leaving cibc in 2018  goodbye 
1413, ajaxstolenhome  rcmpgrcpolice  rcmpont  commrrcmpgrc  oppassociation  opp_news  oppcommissioner  torontopolice  https   t co jqqbrm8vqo
1414,cibc better find someone to do my lashes last minute since they don t want to send etransfers 
1415,since when does it take 6 hours to send a etransfer  cibc          
1416, r7f1  bmo anything s better than  cibc making me lose deposits and appointments  thanks guys 
1417,cibc really fucked me over and it s 2 days into the year  scotia bank don t sound too bad tbh
1418, cibc please help  i paid off my loan with your bank in august  someone lost the cheque at your end  money was stil  https   t co tdwwa1dt26
1420, phillippittman7  hamiltonmusical  broadwaychicago  cibc  miggstac09  kingcolbythe1st  candacequarrels  jamilajoy  https   t co izaakv8iuq
1421,rt  lydia_mclaren   chlhockey  cibc  jbraz1517  mclaren_cole  dferg_98  ohlbattalion  blazerhockey  ohlhockey  qmjhl  thewhl  hfxmooseheads 
1422, hproskow your loyalty with us through the years is appreciated  helen  can you clarify if you are referring to you  https   t co vcre6eysss
1423, devynnkelly hi there  as a cibc client  you should expect nothing less than the best possible service every time y  https   t co he0z4otgdf
1424,thankfully   the world was wide enough  for us to see the incredible  hamiltonmusical   broadwaychicago  cibc  https   t co rsr7oyyqyz
